frame_num,drill_jumbo_cx,drill_jumbo_cy,gunpowder_carrier_cx,gunpowder_carrier_cy,work platform_cx,work platform_cy,breaker_cx,breaker_cy,excavator_cx,excavator_cy,payloader_cx,payloader_cy,dump_truck_cx,dump_truck_cy,sprayer_cx,sprayer_cy,h_beam_holder_cx,h_beam_holder_cy,mixer_truck_cx,mixer_truck_cy,mortar_trolley_truck_cx,mortar_trolley_truck_cy,activity
30,0.494141,0.554167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
31,0.493359,0.554167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
32,0.493359,0.554861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
33,0.494922,0.554861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
34,0.494141,0.554861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
35,0.49375,0.554167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
36,0.494141,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
37,0.494531,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
38,0.49375,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
39,0.494141,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
40,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.778472,F
41,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
42,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.778472,F
43,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
44,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
45,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.778472,F
46,0.494141,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
47,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
48,0.49375,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
49,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
50,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
51,0.493359,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
52,0.49375,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
53,0.492969,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
54,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
55,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
56,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
57,0.492578,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
58,0.492188,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
59,0.492578,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
60,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.779167,F
61,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.778472,F
62,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.778472,F
63,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
64,0.492969,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
65,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
66,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
67,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
68,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
69,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
70,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
71,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
72,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
73,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
74,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
75,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
76,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574219,0.779167,F
77,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
78,0.49375,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
79,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
80,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
81,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
82,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
83,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
84,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
85,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
86,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
87,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
88,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
89,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
90,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
91,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
92,0.493359,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
93,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
94,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
95,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
96,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
97,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
98,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
99,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
100,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
101,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
102,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
103,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
104,0.492969,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
105,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.777778,F
106,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
107,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
108,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
109,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
110,0.494922,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
111,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
112,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
113,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.780556,F
114,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779167,F
115,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.779861,F
116,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779861,F
117,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779861,F
118,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779861,F
119,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
120,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
121,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
122,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
123,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
124,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
125,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
126,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
127,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
128,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
129,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
130,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
131,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
132,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
133,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
134,0.49375,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
135,0.494141,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
136,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
137,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.778472,F
138,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
139,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
140,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
141,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
142,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
143,0.493359,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
144,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
145,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
146,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
147,0.494531,0.552778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
148,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
149,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
150,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
151,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
152,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
153,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
154,0.494922,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.777778,F
155,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
156,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
157,0.494922,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.778472,F
158,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
159,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
160,0.494531,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
161,0.494141,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
162,0.494531,0.553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
163,0.494922,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
164,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
165,0.494531,0.550694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
166,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.777778,F
167,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.777778,F
168,0.494531,0.550694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
169,0.49375,0.552083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
170,0.494531,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
171,0.494141,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
172,0.494141,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
173,0.494141,0.550694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
174,0.49375,0.551389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
175,0.49375,0.549306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
176,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
177,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.777778,F
178,0.493359,0.546528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
179,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
180,0.49375,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
181,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
182,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
183,0.49375,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
184,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
185,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
186,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
187,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
188,0.492578,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
189,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
190,0.49375,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
191,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
192,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
193,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
194,0.492969,0.546528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
195,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
196,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
197,0.49375,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
198,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
199,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
200,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
201,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
202,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
203,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
204,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
205,0.49375,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
206,0.492578,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.778472,F
207,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
208,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
209,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
210,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
211,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.778472,F
212,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573047,0.778472,F
213,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
214,0.49375,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
215,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.779167,F
216,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
217,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
218,0.493359,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
219,0.492578,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
220,0.492969,0.548611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
221,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
222,0.492188,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
223,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
224,0.493359,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573828,0.778472,F
225,0.492969,0.547222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
226,0.492969,0.547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573438,0.778472,F
